loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name,Prepay Percent,Home Price
F104Q2340996,780.0,4/1/2005,0,1/1/2035,26900.0,0.3,1.0,O,0.95,35.0,213000,0.95,0.065,R,0,FIX30,IN,SF,47200,P,358,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9414763162431163,224210.5263157895
F104Q2340998,777.0,5/1/2005,1,7/1/2034,,0.3,1.0,O,0.95,19.0,92000,0.95,0.06875,R,0,FIX30,KY,SF,42000,P,351,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9781042427597234,96842.1052631579
F104Q2341009,801.0,5/1/2006,0,4/1/2036,34940.0,0.0,1.0,O,0.29,,185000,0.29,0.06625,R,0,FIX30,FL,SF,34100,P,360,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9535945541088606,637931.0344827586
F104Q2341010,731.0,5/1/2006,0,4/1/2036,15980.0,0.0,1.0,O,0.49,,106000,0.49,0.0775,R,0,FIX30,FL,SF,33900,P,360,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,-0.04706601324544187,216326.5306122449
F104Q2341012,697.0,2/1/2007,0,1/1/2037,,0.25,1.0,O,0.89,39.0,150000,0.89,0.06375,R,0,FIX30,FL,SF,34600,P,360,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.959961739474247,168539.32584269662
F104Q2341016,786.0,2/1/2005,0,1/1/2035,,0.25,1.0,O,0.87,36.0,115000,0.87,0.06375,R,0,FIX30,ID,SF,83300,N,360,1.0,Other sellers,Other servicers,0.9697803090935706,132183.908045977
F104Q2341017,722.0,1/1/2007,0,12/1/2036,,0.0,1.0,O,0.77,44.0,139000,0.77,0.07,R,0,FIX30,PA,SF,17800,N,360,2.0,Other sellers,"JPMORGANCHASEBANK,NA",0.9730869783289327,180519.4805194805
F104Q2341024,718.0,3/1/2007,0,2/1/2037,12620.0,0.0,1.0,O,0.71,52.0,177000,0.71,0.0525,R,0,FIX30,ME,SF,4400,N,360,2.0,Other sellers,"JPMORGANCHASEBANK,NA",0.9062180005385083,249295.77464788733
F104Q2341025,809.0,2/1/2007,0,7/1/2034,17140.0,0.0,1.0,O,0.3,23.0,49000,0.3,0.065,R,0,FIX30,KY,SF,41000,P,330,1.0,Other sellers,Other servicers,0.976587559534983,163333.33333333334
F104Q2341039,779.0,3/1/2007,0,2/1/2037,,0.0,1.0,O,0.72,38.0,171000,0.72,0.06625,R,0,FIX30,MI,SF,49600,P,360,2.0,Other sellers,Other servicers,0.9765147305476455,237500.0
F104Q2341040,757.0,3/1/2007,0,7/1/2034,46540.0,0.25,1.0,O,0.86,29.0,115000,0.86,0.0675,R,0,FIX30,NY,SF,13400,C,329,2.0,Other sellers,Other servicers,0.961720036252167,133720.93023255814
F104Q2341041,799.0,4/1/2007,0,6/1/2035,,0.0,1.0,O,0.77,35.0,175000,0.77,0.0625,R,0,FIX30,NC,SF,28700,P,339,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.972991731089541,227272.72727272726
F104Q2341046,797.0,1/1/2005,0,12/1/2034,30460.0,0.0,1.0,O,0.86,36.0,150000,0.86,0.057999999999999996,T,0,FIX30,KY,SF,40300,P,360,2.0,Other sellers,Other servicers,0.9409946633798666,174418.60465116278
F104Q2341048,794.0,2/1/2005,0,1/1/2035,30460.0,0.0,1.0,O,0.74,29.0,210000,0.74,0.057999999999999996,T,0,FIX30,KY,SF,40300,P,360,2.0,Other sellers,Other servicers,0.9464219045235054,283783.7837837838
F104Q2341052,765.0,8/1/2005,0,7/1/2035,,0.0,1.0,O,0.8,45.0,413000,0.8,0.05875,T,0,FIX30,LA,SF,70500,N,360,2.0,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC",0.9089092661844292,516250.0
F104Q2341053,681.0,4/1/2007,0,7/1/2034,11540.0,0.0,1.0,O,0.7,37.0,130000,0.7,0.06625,R,0,FIX30,WI,SF,54100,P,328,2.0,Other sellers,Other servicers,0.008247004565155588,185714.28571428574
F104Q2341110,751.0,6/1/2007,0,6/1/2034,24580.0,0.0,1.0,O,0.76,32.0,146000,0.76,0.06625,R,0,FIX30,WI,SF,54100,N,325,1.0,Other sellers,Other servicers,0.9651461481299504,192105.26315789475
F104Q2341111,756.0,6/1/2007,0,5/1/2037,,0.0,1.0,S,0.77,46.0,334000,0.77,0.07375,R,0,FIX30,NY,SF,13700,P,360,2.0,Other sellers,Other servicers,0.9813834233833107,433766.2337662338
F104Q2341982,679.0,6/1/2007,0,5/1/2037,38860.0,0.3,1.0,O,0.93,54.0,315000,0.93,0.0625,R,0,FIX30,ME,SF,4000,N,360,2.0,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",0.9613921672516967,338709.67741935485
F104Q2341983,701.0,5/1/2007,0,4/1/2037,35840.0,0.25,1.0,O,0.89,44.0,264000,0.89,0.065,R,0,FIX30,FL,PU,34200,P,360,1.0,Other sellers,Other servicers,0.9747661533121935,296629.21348314604
F104Q2341984,804.0,4/1/2007,0,6/1/2034,17140.0,0.0,1.0,O,0.79,26.0,163000,0.79,0.065,R,0,FIX30,OH,SF,45100,N,327,2.0,Other sellers,Other servicers,0.9860893797619847,206329.11392405062
F104Q2341986,735.0,7/1/2006,0,5/1/2035,,0.0,1.0,O,0.6,19.0,135000,0.6,0.05875,R,0,FIX30,WI,SF,54600,N,347,2.0,Other sellers,Other servicers,0.012497446367742126,225000.0
F104Q2341988,590.0,6/1/2007,0,5/1/2037,23420.0,0.0,1.0,O,0.75,46.0,240000,0.75,0.06625,R,0,FIX30,CA,SF,93600,C,360,2.0,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA",-0.0009831857823428332,320000.0
F104Q2341989,799.0,6/1/2007,0,5/1/2034,,0.0,1.0,O,0.75,50.0,194000,0.75,0.06375,R,0,FIX30,WI,SF,54400,C,324,2.0,Other sellers,Other servicers,0.9052149731431831,258666.66666666666
F104Q2341990,702.0,6/1/2007,0,5/1/2034,,0.25,1.0,O,0.84,43.0,120000,0.84,0.06625,T,0,FIX30,NC,SF,28100,N,324,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,-0.0016160357905640628,142857.14285714287
F104Q2341991,630.0,5/1/2007,0,4/1/2037,33124.0,0.0,1.0,O,0.8,44.0,298000,0.8,0.065,R,0,FIX30,FL,SF,33000,P,360,2.0,Other sellers,Other servicers,0.9725608381404112,372500.0
F104Q2341992,715.0,6/1/2007,0,5/1/2034,46140.0,0.3,1.0,O,0.9,51.0,124000,0.9,0.06375,R,0,FIX30,OK,SF,74400,N,324,2.0,Other sellers,Other servicers,0.9626930023148706,137777.77777777778
F104Q2342005,704.0,7/1/2007,0,3/1/2035,,0.0,1.0,O,0.6763413,45.0,312000,0.67,0.06375,R,0,FIX30,WI,SF,53000,P,333,2.0,Other sellers,Other servicers,0.9683737107043887,465671.64179104473
F104Q2342006,687.0,7/1/2007,0,6/1/2037,45104.0,0.0,1.0,O,0.5,52.0,241000,0.5,0.06559999999999999,R,0,FIX30,WA,SF,98300,P,360,2.0,Other sellers,Other servicers,0.9982187026385086,482000.0
F104Q2342007,762.0,5/1/2007,0,5/1/2034,33340.0,0.0,1.0,O,0.65,25.0,169000,0.65,0.061900000000000004,R,0,FIX30,WI,SF,53100,N,325,2.0,Other sellers,Other servicers,0.9610018955361034,260000.0
F104Q2342008,766.0,6/1/2007,0,6/1/2034,43620.0,0.25,1.0,O,0.84,18.0,232000,0.84,0.065,R,0,FIX30,SD,SF,57000,P,325,2.0,USBANKNA,USBANKNA,0.9392767291883345,276190.4761904762
F104Q2342009,809.0,7/1/2007,0,6/1/2034,29404.0,0.0,1.0,O,0.57,21.0,72000,0.57,0.065,R,0,FIX30,WI,SF,53100,C,324,1.0,Other sellers,Other servicers,0.9735503102996168,126315.78947368423
F104Q2342010,783.0,7/1/2007,0,6/1/2034,31540.0,0.0,1.0,O,0.38,25.0,117000,0.38,0.065,R,0,FIX30,WI,SF,53500,P,324,2.0,Other sellers,Other servicers,0.9870786004387544,307894.7368421053
F104Q2342011,642.0,7/1/2007,0,7/1/2035,,0.0,1.0,O,0.78,26.0,171000,0.78,0.0625,R,0,FIX30,GA,SF,31000,P,337,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9922110491836852,219230.76923076922
F104Q2342012,750.0,8/1/2007,0,7/1/2037,42680.0,0.0,1.0,O,0.5,51.0,111000,0.5,0.0675,R,0,FIX30,FL,SF,32900,N,360,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9743433184171832,222000.0
F104Q2342013,768.0,8/1/2007,0,7/1/2034,45220.0,0.0,1.0,I,0.67,17.0,134000,0.67,0.07,R,0,FIX30,FL,SF,32300,P,324,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9435964228566196,200000.0
F104Q2342015,772.0,11/1/2005,1,6/1/2034,28020.0,0.0,1.0,O,0.79,49.0,106000,0.79,0.06,R,0,FIX30,MI,SF,49000,P,344,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9287164976020811,134177.21518987342
F104Q2342016,761.0,8/1/2005,1,7/1/2034,17140.0,0.0,1.0,O,0.94,21.0,87000,0.79,0.06,R,0,FIX30,OH,SF,45200,P,348,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9563917539625868,110126.582278481
F104Q2342017,731.0,12/1/2005,0,5/1/2034,31140.0,0.0,1.0,O,0.46,19.0,55000,0.46,0.06375,R,0,FIX30,KY,CO,40200,N,342,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9904555732085708,119565.21739130434
F104Q2342018,802.0,1/1/2006,0,5/1/2034,17140.0,0.0,1.0,O,0.71,60.0,152000,0.71,0.06375,R,0,FIX30,KY,SF,41000,C,341,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.989218378153714,214084.50704225354
F104Q2342019,729.0,11/1/2005,0,1/1/2035,,0.0,1.0,O,0.61,16.0,101000,0.61,0.06375,R,0,FIX30,OH,SF,45600,P,351,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9293946690739685,165573.77049180327
F104Q2342020,793.0,1/1/2006,0,6/1/2034,,0.0,1.0,O,0.27,28.0,105000,0.27,0.06375,R,0,FIX30,MI,SF,49600,N,342,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9767760721668813,388888.8888888889
F104Q2342021,756.0,6/1/2006,0,5/1/2034,18020.0,0.3,1.0,O,0.93,49.0,79000,0.93,0.0675,R,0,FIX30,IN,SF,47200,P,336,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9814912975418663,84946.23655913978
F104Q2342022,742.0,10/1/2006,0,7/1/2034,18020.0,0.0,1.0,O,0.73,48.0,87000,0.73,0.06875,R,0,FIX30,IN,SF,47200,C,334,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9737260315490129,119178.08219178082
F104Q2342037,717.0,10/1/2007,0,5/1/2034,31340.0,0.3,1.0,O,0.87,48.0,52000,0.87,0.07125,R,0,FIX30,VA,SF,24500,P,320,1.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9150979403819223,59770.11494252874
F104Q2342038,688.0,6/1/2007,1,5/1/2037,27260.0,0.0,1.0,O,0.66,42.0,108000,0.66,0.065,R,0,FIX30,FL,SF,32000,P,360,1.0,Other sellers,Other servicers,-5.762087727923152e-05,163636.36363636362
F104Q2342059,792.0,4/1/2005,0,6/1/2034,34620.0,0.0,1.0,O,0.8,6.0,295000,0.8,0.06,T,0,FIX30,IN,SF,47300,P,351,2.0,Other sellers,Other servicers,0.9669506015793402,368750.0
F104Q2342062,729.0,6/1/2005,0,7/1/2034,34620.0,0.0,1.0,O,0.71,27.0,200000,0.71,0.0625,T,0,FIX30,IN,SF,47300,P,350,2.0,Other sellers,Other servicers,0.9763233270253433,281690.1408450704
F104Q2342065,758.0,3/1/2007,0,6/1/2034,42060.0,0.0,1.0,O,0.78,26.0,240000,0.65,0.05375,R,0,FIX30,CA,SF,93400,C,328,1.0,Other sellers,Other servicers,0.9812238728329332,369230.7692307692
F104Q2342071,695.0,7/1/2005,0,5/1/2034,42060.0,0.0,1.0,O,0.79,39.0,239000,0.79,0.0525,R,0,FIX30,CA,SF,93400,C,347,2.0,Other sellers,Other servicers,0.04736338473089468,302531.64556962025
F104Q2342100,717.0,4/1/2006,0,3/1/2036,,0.0,1.0,O,0.8,38.0,140000,0.8,0.06875,R,0,FIX30,PR,SF,600,N,360,2.0,Other sellers,Other servicers,0.9586722718383758,175000.0
F104Q2342101,799.0,8/1/2007,0,7/1/2034,49340.0,0.0,1.0,O,0.25,21.0,52000,0.25,0.06875,R,0,FIX30,MA,SF,1400,P,324,1.0,Other sellers,Other servicers,0.9829738304050908,208000.0
F104Q2342109,783.0,2/1/2008,0,5/1/2034,,0.0,1.0,O,0.67,26.0,128000,0.67,0.0625,R,0,FIX30,NC,SF,27000,C,316,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9611497003651083,191044.776119403
F104Q2342110,747.0,4/1/2008,0,5/1/2034,49340.0,0.0,1.0,O,0.39,33.0,151000,0.39,0.058499999999999996,R,0,FIX30,MA,SF,1700,N,314,2.0,Other sellers,Other servicers,0.906560733282739,387179.4871794872
F104Q2342112,779.0,2/1/2008,0,7/1/2034,,0.0,1.0,O,0.76,20.0,83000,0.76,0.0625,R,0,FIX30,NC,SF,28400,C,318,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9294829384956291,109210.52631578947
F104Q2342135,755.0,8/1/2005,0,7/1/2035,20764.0,0.0,1.0,O,0.54,41.0,343000,0.54,0.05625,T,0,FIX30,NJ,SF,8700,P,360,2.0,Other sellers,Other servicers,0.031801227386082084,635185.1851851852
F104Q2342182,793.0,11/1/2005,0,10/1/2035,37340.0,0.0,1.0,O,0.66,3.0,400000,0.66,0.0625,R,0,FIX30,FL,SF,32900,P,360,2.0,Other sellers,Other servicers,0.9852392441656586,606060.6060606061
F104Q2342192,779.0,4/1/2008,0,7/1/2034,49660.0,0.0,1.0,O,0.36,45.0,65000,0.36,0.0575,R,0,FIX30,OH,SF,44500,N,316,1.0,Other sellers,Other servicers,0.32271582153718503,180555.55555555556
F104Q2342234,734.0,4/1/2008,0,5/1/2034,38060.0,0.0,1.0,O,0.62,35.0,318000,0.58,0.0575,R,0,FIX30,AZ,SF,85000,P,314,2.0,Other sellers,Other servicers,-0.0017573666470823304,548275.8620689656
F104Q2342235,787.0,4/1/2008,0,6/1/2034,,0.0,1.0,S,0.47,12.0,188000,0.47,0.06,T,0,FIX30,NC,SF,27900,P,315,2.0,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9499425453973857,400000.0
F104Q2342236,793.0,5/1/2008,0,6/1/2034,,0.0,1.0,O,0.57,39.0,156000,0.57,0.06,R,0,FIX30,OK,SF,74000,N,314,2.0,Other sellers,Other servicers,0.9755342650678803,273684.2105263158
F104Q2342240,736.0,1/1/2005,0,12/1/2034,42020.0,0.0,1.0,O,0.44,20.0,100000,0.44,0.065,R,0,FIX30,CA,SF,93400,P,360,2.0,Other sellers,Other servicers,0.047544980458376365,227272.72727272726
F104Q2342279,697.0,10/1/2005,0,9/1/2035,45300.0,0.0,1.0,O,0.71,7.0,295000,0.71,0.05625,R,0,FIX30,FL,PU,33700,P,360,2.0,Other sellers,Other servicers,0.9237253868912483,415492.9577464789
F104Q2342280,770.0,6/1/2005,0,5/1/2035,41700.0,0.0,1.0,O,0.78,7.0,175000,0.78,0.065,R,0,FIX30,TX,SF,78100,P,360,2.0,Other sellers,Other servicers,0.9878962705900121,224358.97435897434
F104Q2342294,802.0,1/1/2005,0,12/1/2034,,0.0,1.0,O,0.73,19.0,220000,0.73,0.0575,R,0,FIX30,UT,SF,84700,N,360,2.0,Other sellers,Other servicers,0.24256102854514436,301369.86301369866
F104Q2342295,782.0,1/1/2005,0,12/1/2034,36260.0,0.0,1.0,O,0.78,24.0,242000,0.78,0.0575,R,0,FIX30,UT,SF,84000,N,360,2.0,Other sellers,Other servicers,0.9642116572293044,310256.41025641025
F104Q2342296,769.0,1/1/2005,0,12/1/2034,,0.0,1.0,O,0.76,47.0,151000,0.76,0.0575,R,0,FIX30,UT,SF,84700,N,360,1.0,Other sellers,Other servicers,0.9830463147595787,198684.2105263158
F104Q2342297,756.0,2/1/2005,0,1/1/2035,41620.0,0.0,1.0,O,0.56,20.0,128000,0.56,0.0575,R,0,FIX30,UT,SF,84000,N,360,2.0,Other sellers,Other servicers,0.9570682051182066,228571.42857142855
F104Q2342299,810.0,2/1/2005,0,1/1/2035,39340.0,0.0,1.0,O,0.63,30.0,225000,0.63,0.0575,R,0,FIX30,UT,SF,84000,N,360,2.0,Other sellers,Other servicers,0.9823473110935325,357142.85714285716
F104Q2343050,763.0,3/1/2006,0,7/1/2034,18140.0,0.3,1.0,O,0.93,27.0,81000,0.93,0.06475,T,0,FIX30,OH,SF,43800,P,341,1.0,Other sellers,Other servicers,0.04196213583926019,87096.77419354838
F104Q2343057,767.0,11/1/2007,1,7/1/2034,33340.0,0.25,1.0,O,0.86,36.0,64000,0.86,0.06555,R,0,FIX30,WI,SF,53200,P,321,2.0,Other sellers,Other servicers,0.9284044115983309,74418.6046511628
F104Q2343063,807.0,11/1/2008,0,6/1/2034,27500.0,0.0,1.0,O,0.72,42.0,93000,0.72,0.05875,R,0,FIX30,WI,SF,53500,P,308,1.0,Other sellers,Other servicers,0.98121340065221,129166.66666666667
F104Q2343064,785.0,1/1/2009,0,7/1/2034,49340.0,0.0,3.0,O,0.7,46.0,175000,0.7,0.0617,R,0,FIX30,MA,SF,1500,N,307,1.0,Other sellers,Other servicers,0.9806750834834572,250000.00000000003
F104Q2343065,721.0,1/1/2009,0,6/1/2034,47644.0,0.0,1.0,O,0.75,48.0,181000,0.75,0.05375,R,0,FIX30,MI,SF,48000,N,306,2.0,Other sellers,Other servicers,0.9774259862474066,241333.33333333334
F104Q2343066,788.0,1/1/2009,0,4/1/2034,47644.0,0.3,1.0,O,0.94,50.0,223000,0.94,0.05375,R,0,FIX30,MI,SF,48000,N,304,2.0,Other sellers,Other servicers,0.011042471362564683,237234.0425531915
F104Q2343067,789.0,1/1/2009,0,5/1/2034,47644.0,0.0,1.0,O,0.71,33.0,202000,0.71,0.06125,R,0,FIX30,MI,SF,48100,N,305,2.0,Other sellers,Other servicers,0.9242024382818151,284507.04225352115
F104Q2343109,755.0,3/1/2009,0,6/1/2034,49340.0,0.0,1.0,O,0.45,35.0,102000,0.45,0.0558,R,0,FIX30,MA,SF,1500,N,304,1.0,Other sellers,Other servicers,0.9123085660938056,226666.66666666666
F104Q2343145,722.0,7/1/2007,0,5/1/2034,47260.0,0.0,1.0,O,0.89,32.0,154000,0.79,0.0667,B,0,FIX30,VA,CO,23400,P,323,1.0,Other sellers,"WELLSFARGOBANK,NA",0.020769113936105085,194936.70886075948
F104Q2343146,715.0,6/1/2007,0,6/1/2034,19740.0,0.0,1.0,O,0.83,44.0,165000,0.75,0.06570000000000001,R,1,FIX30,CO,SF,80000,C,325,2.0,Other sellers,"WELLSFARGOBANK,NA",0.946062149439191,220000.0
F104Q2343147,784.0,6/1/2007,1,5/1/2034,17820.0,0.0,1.0,O,0.8,39.0,143000,0.77,0.0664,R,0,FIX30,CO,SF,80900,P,324,1.0,Other sellers,"WELLSFARGOBANK,NA",0.9641568482737651,185714.2857142857
F104Q2343148,800.0,7/1/2007,0,6/1/2034,35084.0,0.0,1.0,O,0.9,33.0,282000,0.77,0.0672,B,0,FIX30,NJ,CO,7900,P,324,1.0,Other sellers,Other servicers,0.9925890394676021,366233.7662337662
F104Q2343149,788.0,9/1/2007,0,6/1/2034,26420.0,0.0,1.0,O,0.58,29.0,69000,0.54,0.07150000000000001,B,0,FIX30,TX,SF,77500,P,322,2.0,Other sellers,"WELLSFARGOBANK,NA",0.9825056414646114,127777.77777777777
F104Q2343150,811.0,6/1/2007,0,6/1/2034,36740.0,0.0,1.0,O,0.57,45.0,95000,0.57,0.0669,R,1,FIX30,FL,PU,32700,P,325,2.0,Other sellers,"WELLSFARGOBANK,NA",0.14231122191568368,166666.6666666667
F104Q2343151,758.0,2/1/2007,0,6/1/2034,37100.0,0.0,1.0,O,0.25,17.0,117000,0.25,0.06709999999999999,R,1,FIX30,CA,SF,93000,C,329,2.0,Other sellers,Other servicers,0.990388522716701,468000.0
F104Q2343172,758.0,1/1/2009,0,6/1/2034,,0.0,1.0,O,0.71,28.0,147000,0.71,0.05375,R,0,FIX30,ID,SF,83300,N,306,2.0,Other sellers,Other servicers,0.9085240443632511,207042.25352112678
F104Q2343173,650.0,10/1/2008,0,6/1/2034,26100.0,0.0,1.0,O,0.62,44.0,148000,0.53,0.06,R,0,FIX30,MI,CO,49400,N,309,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9901474363134971,279245.2830188679
F104Q2343174,779.0,6/1/2008,1,7/1/2034,11460.0,0.25,1.0,O,0.9,35.0,117000,0.76,0.0625,R,0,FIX30,MI,CO,48100,P,314,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9794288874795574,153947.36842105264
F104Q2343175,761.0,7/1/2008,0,7/1/2034,,0.0,2.0,O,0.75,34.0,169000,0.71,0.06375,R,0,FIX30,OH,SF,44100,C,313,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9908911575793444,238028.16901408453
F104Q2343176,718.0,3/1/2008,0,7/1/2034,17140.0,0.25,1.0,O,0.9,44.0,200000,0.86,0.055,R,0,FIX30,OH,SF,45100,P,317,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9371239733809693,232558.13953488372
F104Q2343177,780.0,3/1/2008,0,4/1/2035,15940.0,0.0,1.0,O,0.74,48.0,233000,0.71,0.055,R,0,FIX30,OH,SF,44700,N,326,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9900628963932653,328169.0140845071
F104Q2343178,757.0,3/1/2008,0,6/1/2034,16620.0,0.0,1.0,O,0.95,43.0,110000,0.69,0.055,R,0,FIX30,WV,SF,25300,P,316,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9641430127094323,159420.28985507248
F104Q2343179,758.0,4/1/2008,0,6/1/2034,,0.0,1.0,S,0.8,26.0,240000,0.75,0.05875,R,0,FIX30,MI,SF,49800,P,315,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9669317807905351,320000.0
F104Q2343180,687.0,5/1/2008,1,7/1/2034,23844.0,0.0,1.0,O,0.91,33.0,125000,0.76,0.05875,R,0,FIX30,IN,SF,46300,P,315,2.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.009953269816195577,164473.68421052632
F104Q2343181,774.0,3/1/2008,1,11/1/2034,33780.0,0.3,1.0,O,0.95,42.0,117000,0.9,0.055,R,0,FIX30,MI,CO,48100,P,321,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9285881330957496,130000.0
F104Q2343182,685.0,3/1/2008,1,6/1/2034,,0.0,1.0,O,0.8,34.0,112000,0.76,0.05875,R,0,FIX30,MI,SF,49700,P,316,1.0,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9532832458314626,147368.42105263157
F104Q2343457,739.0,3/1/2009,0,7/1/2034,49340.0,0.0,1.0,O,0.65,40.0,247000,0.65,0.047400000000000005,R,0,FIX30,MA,SF,1500,N,305,2.0,Other sellers,Other servicers,0.9593281479077624,380000.0
F104Q2343458,773.0,1/1/2009,0,7/1/2034,33340.0,0.0,1.0,O,0.75,53.0,156000,0.75,0.0575,R,0,FIX30,WI,SF,53100,N,307,2.0,Other sellers,Other servicers,0.9956814263855743,208000.0
F104Q2343459,785.0,3/1/2009,0,7/1/2034,49340.0,0.0,1.0,O,0.78,21.0,143000,0.78,0.0492,R,0,FIX30,MA,SF,1500,N,305,2.0,Other sellers,Other servicers,0.9439101343291868,183333.3333333333
F104Q2343473,741.0,3/1/2009,0,8/1/2034,49340.0,0.0,1.0,O,0.72,26.0,190000,0.72,0.049800000000000004,R,0,FIX30,MA,SF,1500,N,306,2.0,Other sellers,Other servicers,0.9662864333978632,263888.8888888889
F104Q2343474,795.0,4/1/2009,0,8/1/2034,49340.0,0.0,1.0,O,0.8,36.0,225000,0.8,0.046799999999999994,R,0,FIX30,MA,SF,1500,N,305,1.0,Other sellers,Other servicers,0.9667037006159316,281250.0
F104Q2343475,756.0,2/1/2009,0,5/1/2034,33340.0,0.3,1.0,O,0.88,36.0,184000,0.88,0.0525,R,0,FIX30,WI,SF,53200,N,304,2.0,Other sellers,Other servicers,0.9398319272774893,209090.9090909091
F104Q2343522,756.0,9/1/2005,0,8/1/2035,,0.12,1.0,O,0.63,57.0,108000,0.63,0.05625,R,0,FIX30,UT,SF,84000,N,360,2.0,Other sellers,Other servicers,0.9961771082180549,171428.57142857142
F104Q2343523,772.0,4/1/2005,0,3/1/2035,,0.12,1.0,O,0.9,42.0,150000,0.9,0.055,R,0,FIX30,UT,SF,84000,P,360,2.0,Other sellers,Other servicers,0.9958661366172425,166666.66666666666
F104Q2343525,774.0,4/1/2005,0,3/1/2035,,0.0,1.0,O,0.65,24.0,105000,0.65,0.055,R,0,FIX30,UT,SF,84000,N,360,2.0,Other sellers,Other servicers,0.9960233838931488,161538.46153846153
F104Q2343526,667.0,3/1/2005,0,2/1/2035,,0.25,1.0,O,0.76,51.0,132000,0.76,0.0575,R,0,FIX30,UT,SF,84000,N,360,2.0,Other sellers,Other servicers,0.9920362677562646,173684.2105263158
F104Q2343527,754.0,2/1/2005,0,1/1/2035,39340.0,0.0,1.0,O,0.7,26.0,333000,0.7,0.0575,R,0,FIX30,UT,SF,84000,N,360,1.0,Other sellers,Other servicers,0.9236229399798641,475714.28571428574
F104Q2343529,764.0,4/1/2009,0,6/1/2034,49340.0,0.0,1.0,O,0.76,31.0,275000,0.76,0.048600000000000004,R,0,FIX30,MA,SF,1700,N,303,2.0,Other sellers,Other servicers,0.9101649395914082,361842.10526315786
F104Q2343530,741.0,2/1/2009,0,6/1/2034,,0.0,1.0,O,0.66,19.0,157000,0.66,0.04625,R,0,FIX30,AZ,SF,86000,P,305,2.0,Other sellers,Other servicers,0.9079555257102365,237878.78787878787
F104Q2343531,748.0,2/1/2009,0,6/1/2034,37900.0,0.0,1.0,O,0.64,14.0,147000,0.64,0.0475,R,0,FIX30,IL,SF,61600,N,305,2.0,Other sellers,Other servicers,0.968372587732144,229687.5
F104Q2343532,786.0,2/1/2009,0,6/1/2034,33340.0,0.0,1.0,O,0.36,27.0,65000,0.36,0.0525,R,0,FIX30,WI,SF,53000,N,305,2.0,Other sellers,Other servicers,0.9316034142017372,180555.55555555556
F104Q2343573,789.0,1/1/2005,0,7/1/2034,15380.0,0.0,1.0,O,0.95,,82000,0.75,0.0475,R,0,FIX30,NY,SF,14100,P,355,2.0,Other sellers,Other servicers,0.9553029801673387,109333.33333333333
F104Q2343576,785.0,9/1/2005,0,7/1/2034,15380.0,0.0,1.0,O,0.85,,139000,0.74,0.045,R,0,FIX30,NY,SF,14000,C,347,2.0,Other sellers,Other servicers,0.11073382354385772,187837.83783783784
