loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name,Prepay Percent,Home Price
F102Q2340271,764.0,8/1/2006,0,7/1/2032,27780.0,0.0,1,O,0.75,55.0,119000,0.75,0.06825,R,0,FIX30,PA,SF,15900,P,312,2,Other sellers,Other servicers,0.949519821452891,158666.66666666666
F102Q2340272,768.0,8/1/2006,0,5/1/2032,27780.0,0.0,1,O,0.75,22.0,130000,0.75,0.06955,R,0,FIX30,PA,SF,16600,P,310,1,Other sellers,Other servicers,0.8787492896376138,173333.33333333334
F102Q2340273,773.0,8/1/2006,0,6/1/2032,11020.0,0.0,1,O,0.3,9.0,63000,0.3,0.07055,R,0,FIX30,PA,SF,16600,P,311,2,Other sellers,Other servicers,0.9288758833835689,210000.0
F102Q2340282,769.0,7/1/2006,0,6/1/2032,46060.0,30.0,1,O,0.91,36.0,85000,0.91,0.06875,R,0,FIX30,AZ,SF,85700,P,312,2,Other sellers,Other servicers,0.945320022414461,93406.5934065934
F102Q2340283,684.0,9/1/2006,0,7/1/2032,11020.0,25.0,1,O,0.83,35.0,92000,0.83,0.06835,R,0,FIX30,PA,SF,16600,P,311,2,Other sellers,Other servicers,0.9928909882892579,110843.37349397592
F102Q2340284,703.0,10/1/2006,0,7/1/2032,11020.0,0.0,1,O,0.75,41.0,120000,0.75,0.06875,R,0,FIX30,PA,SF,16600,C,310,1,Other sellers,Other servicers,0.9569051495376896,160000.0
F102Q2340328,682.0,11/1/2006,0,12/1/2032,11020.0,0.0,1,O,0.69,33.0,93000,0.69,0.06605,R,0,FIX30,PA,SF,16600,N,314,2,Other sellers,Other servicers,0.9197403953648172,134782.6086956522
F102Q2340361,672.0,7/1/2006,0,6/1/2032,,0.0,1,O,0.49,,290000,0.49,0.0675,R,0,FIX30,MI,SF,49600,C,312,2,Other sellers,Other servicers,0.9783496119126718,591836.7346938775
F102Q2340363,784.0,7/1/2006,0,7/1/2032,47644.0,0.0,1,O,0.48,27.0,73000,0.48,0.06875,R,0,FIX30,MI,SF,48000,N,313,2,Other sellers,Other servicers,0.9903591863138879,152083.33333333334
F102Q2340366,463.0,6/1/2006,0,5/1/2032,,0.0,1,O,0.83,,149000,0.83,0.06625,R,0,FIX30,MI,SF,48800,C,312,2,Other sellers,Other servicers,0.8957194171104179,179518.07228915664
F102Q2340380,705.0,12/1/2006,0,7/1/2032,,0.0,1,S,0.75,31.0,56000,0.75,0.06625,R,0,FIX30,WI,SF,54800,N,308,2,Other sellers,Other servicers,0.003910920768182478,74666.66666666667
F102Q2340387,744.0,3/1/2007,0,11/1/2032,,30.0,1,O,0.86,38.0,125000,0.86,0.06355000000000001,R,0,FIX30,PA,SF,15700,P,309,2,Other sellers,Other servicers,0.9245959804398826,145348.83720930232
F102Q2340389,757.0,3/1/2007,0,5/1/2032,27780.0,0.0,1,O,0.74,43.0,88000,0.74,0.06445000000000001,R,0,FIX30,PA,SF,15900,P,303,2,Other sellers,Other servicers,0.9882254916092623,118918.91891891892
F102Q2340408,643.0,3/1/2007,0,6/1/2033,22500.0,30.0,1,O,0.87,33.0,261000,0.87,0.06625,R,0,FIX30,SC,SF,29500,P,316,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9764615948524628,300000.0
F102Q2340409,741.0,4/1/2007,0,7/1/2032,,25.0,1,S,0.85,44.0,57000,0.85,0.06625,R,0,FIX30,WI,SF,54500,P,304,2,Other sellers,Other servicers,0.3781950126099359,67058.82352941176
F102Q2340445,800.0,6/1/2007,0,6/1/2032,,0.0,1,O,0.69,11.0,65000,0.69,0.06375,R,0,FIX30,IL,SF,61300,N,301,2,Other sellers,Other servicers,0.967500082109383,94202.89855072464
F102Q2340447,679.0,6/1/2007,0,7/1/2032,25860.0,25.0,1,O,0.85,34.0,196000,0.85,0.06625,R,0,FIX30,NC,SF,28600,N,302,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9502005298172195,230588.23529411765
F102Q2340459,786.0,10/1/2006,0,5/1/2032,26100.0,0.0,1,O,0.63,29.0,125000,0.63,0.065,R,0,FIX30,MI,SF,49400,C,308,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9730857771130229,198412.6984126984
F102Q2340460,733.0,10/1/2006,0,6/1/2032,19340.0,0.0,1,O,0.76,48.0,45000,0.76,0.0675,R,0,FIX30,IL,SF,61200,N,309,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.963724321542557,59210.52631578947
F102Q2340461,771.0,9/1/2006,0,6/1/2032,17140.0,12.0,1,O,0.81,35.0,122000,0.81,0.06875,R,0,FIX30,OH,SF,45000,P,310,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9974451823669357,150617.28395061727
F102Q2340482,690.0,7/1/2007,0,7/1/2032,15764.0,0.0,1,O,0.25,30.0,73000,0.25,0.06875,R,0,FIX30,MA,SF,2400,C,301,1,Other sellers,Other servicers,0.04629334504040442,292000.0
F102Q2340747,785.0,2/1/2007,0,6/1/2032,38060.0,0.0,1,O,0.8,14.0,209000,0.66,0.0665,R,1,FIX30,AZ,PU,85000,P,305,2,Other sellers,"WELLSFARGOBANK,NA",0.9787371182907465,316666.6666666666
F102Q2340749,792.0,6/1/2007,0,6/1/2032,17820.0,0.0,1,O,0.8,27.0,77000,0.73,0.0668,B,1,FIX30,CO,SF,80900,C,301,2,Other sellers,"WELLSFARGOBANK,NA",0.9548671043348408,105479.45205479453
F102Q2340750,811.0,3/1/2007,0,7/1/2032,42044.0,0.0,1,O,0.76,36.0,142000,0.68,0.06509999999999999,B,0,FIX30,CA,SF,92700,N,305,1,Other sellers,"WELLSFARGOBANK,NA",0.980429526252261,208823.5294117647
F102Q2340752,723.0,1/1/2007,0,7/1/2032,41884.0,0.0,1,O,0.41,17.0,142000,0.41,0.0672,B,0,FIX30,CA,SF,94100,N,307,1,Other sellers,"WELLSFARGOBANK,NA",0.05582450590692024,346341.46341463417
F102Q2340753,719.0,4/1/2007,0,5/1/2032,38060.0,0.0,1,O,0.89,27.0,90000,0.62,0.0672,B,1,FIX30,AZ,PU,85300,P,302,2,Other sellers,"WELLSFARGOBANK,NA",0.9567429431990874,145161.29032258064
F102Q2340756,806.0,1/1/2007,0,6/1/2032,19740.0,0.0,1,O,0.8,33.0,173000,0.73,0.0692,R,1,FIX30,CO,PU,80100,P,306,1,Other sellers,Other servicers,0.9958168018160509,236986.301369863
F102Q2340757,680.0,5/1/2007,0,7/1/2032,35084.0,0.0,1,O,0.8,38.0,232000,0.75,0.0676,R,1,FIX30,NJ,SF,7800,P,303,1,Other sellers,"WELLSFARGOBANK,NA",0.9557806487746513,309333.3333333333
F102Q2340798,800.0,11/1/2005,0,7/1/2032,15380.0,0.0,1,O,1.0,,65000,0.84,0.0475,R,0,FIX30,NY,CO,14200,P,321,1,Other sellers,Other servicers,0.06657020727067609,77380.95238095238
F102Q2340800,785.0,9/1/2005,0,6/1/2032,20764.0,0.0,1,O,0.76,,224000,0.76,0.044800000000000006,R,0,FIX30,NJ,CO,8900,P,322,2,Other sellers,Other servicers,0.109707307284902,294736.84210526315
F102Q2340801,786.0,9/1/2005,0,6/1/2032,15380.0,0.0,1,O,0.81,,156000,0.81,0.045,R,0,FIX30,NY,SF,14200,P,322,2,Other sellers,Other servicers,0.07712429180633085,192592.59259259258
F102Q2340870,731.0,5/1/2005,0,5/1/2032,,0.0,1,O,0.75,,43000,0.72,0.066,C,1,FIX30,IL,SF,61900,P,325,1,Other sellers,"CITIMORTGAGE,INC",0.9786240919274097,59722.222222222226
F102Q2340910,735.0,10/1/2005,0,5/1/2032,26420.0,0.0,1,O,0.78,35.0,67000,0.78,0.064,B,0,FIX30,TX,SF,77400,N,320,2,Other sellers,"CITIMORTGAGE,INC",0.08276091219352102,85897.43589743589
F102Q2340927,710.0,6/1/2006,0,5/1/2032,35004.0,0.0,1,O,0.22,30.0,104000,0.22,0.0675,C,0,FIX30,NY,SF,11500,C,312,1,Other sellers,"CITIMORTGAGE,INC",0.9903943126531586,472727.2727272727
F102Q2340932,686.0,8/1/2006,1,10/1/2032,26420.0,0.0,1,O,0.89,40.0,102000,0.89,0.0785,C,0,FIX30,TX,CO,77000,P,315,2,Other sellers,"CITIMORTGAGE,INC",0.05797005726697132,114606.74157303371
F102Q3454399,749.0,2/1/2005,0,1/1/2035,15980.0,0.0,1,O,0.78,32.0,135000,0.68,0.05875,R,0,FIX30,FL,SF,33900,P,360,2,Other sellers,Other servicers,-0.002079126857608652,198529.41176470587
F102Q3454408,728.0,1/1/2005,0,8/1/2032,,0.0,1,O,0.78,37.0,141000,0.78,0.0575,T,0,FIX30,WI,SF,54100,N,332,2,Other sellers,Other servicers,0.954614247296304,180769.23076923075
F102Q3454434,792.0,3/1/2005,0,9/1/2032,,0.0,1,O,0.77,19.0,206000,0.77,0.0575,R,0,FIX30,OK,SF,74000,P,331,2,Other sellers,Other servicers,0.9065068178410625,267532.4675324675
F102Q3454492,764.0,2/1/2005,0,7/1/2031,48424.0,0.0,1,O,0.18,,91000,0.18,0.0625,R,0,FIX30,FL,SF,33400,N,318,2,Other sellers,Other servicers,0.8604686066255924,505555.55555555556
F102Q3454537,778.0,2/1/2005,0,1/1/2035,36740.0,0.0,1,S,0.56,48.0,131000,0.56,0.0675,T,0,FIX30,FL,SF,32800,P,360,2,NATLCITYMTGECO,Other servicers,0.8959578574242612,233928.57142857142
F102Q3454576,744.0,3/1/2005,0,8/1/2032,17140.0,0.0,1,O,0.76,44.0,140000,0.76,0.05875,R,0,FIX30,OH,SF,45000,C,330,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9708066139037232,184210.52631578947
F102Q3454577,718.0,4/1/2005,0,9/1/2032,,0.0,1,O,0.77,27.0,120000,0.77,0.05875,R,0,FIX30,OH,CO,44800,N,330,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8475263896883118,155844.15584415584
F102Q3454580,726.0,3/1/2005,0,10/1/2032,31140.0,0.0,1,O,0.7,29.0,121000,0.7,0.06,R,0,FIX30,KY,SF,40200,N,332,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9915192856284605,172857.14285714287
F102Q3454581,779.0,2/1/2005,0,8/1/2032,23060.0,0.0,1,O,0.69,22.0,144000,0.69,0.05875,R,0,FIX30,IN,SF,46800,C,331,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.051201181675911984,208695.65217391305
F102Q3454582,784.0,3/1/2005,0,2/1/2035,,0.0,1,O,0.6,23.0,107000,0.6,0.06125,R,0,FIX30,CT,SF,6200,N,360,1,Other sellers,Other servicers,0.08954244166053052,178333.33333333334
F102Q3454583,801.0,4/1/2005,0,3/1/2035,25540.0,0.0,1,O,0.77,26.0,183000,0.77,0.05875,R,0,FIX30,CT,SF,6100,C,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA",0.9761373264563613,237662.33766233767
F102Q3454586,802.0,5/1/2005,0,8/1/2032,,0.0,1,O,0.78,30.0,104000,0.78,0.0625,T,0,FIX30,WI,CO,53100,P,328,2,Other sellers,Other servicers,0.959248595607555,133333.33333333334
F102Q3454646,720.0,6/1/2005,0,8/1/2032,,0.0,1,O,0.76,25.0,171000,0.76,0.06,R,0,FIX30,OK,SF,74000,N,327,2,Other sellers,Other servicers,0.8432742626671748,225000.0
F102Q3454649,791.0,8/1/2005,0,11/1/2032,,0.0,1,O,0.75,47.0,244000,0.75,0.06125,R,0,FIX30,SC,SF,29500,N,328,2,Other sellers,Other servicers,0.9591874284590957,325333.3333333333
F102Q3454652,717.0,8/1/2005,0,9/1/2033,12580.0,0.0,1,O,0.34,24.0,124000,0.34,0.05875,R,0,FIX30,MD,SF,21100,N,338,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8710936946030827,364705.88235294115
F102Q3454687,696.0,8/1/2005,0,10/1/2032,44140.0,0.0,1,O,0.73,19.0,120000,0.73,0.058949999999999995,R,0,FIX30,MA,SF,1300,P,327,2,Other sellers,Other servicers,0.8590872350898329,164383.56164383562
F102Q3454714,779.0,8/1/2005,0,8/1/2032,45060.0,0.0,1,O,0.47,13.0,44000,0.47,0.05875,R,0,FIX30,NY,SF,13000,C,325,1,Other sellers,Other servicers,0.8564601854146622,93617.02127659575
F102Q3454805,779.0,11/1/2005,0,9/1/2032,39300.0,0.0,1,O,0.42,16.0,114000,0.42,0.0608,R,0,FIX30,RI,SF,2900,N,323,2,Other sellers,Other servicers,0.9446495243334969,271428.5714285714
F102Q3454821,761.0,11/1/2005,0,9/1/2032,26420.0,0.0,1,O,0.75,50.0,283000,0.75,0.05875,R,0,FIX30,TX,CO,77300,P,323,2,Other sellers,Other servicers,0.9410538370816038,377333.3333333333
F102Q3454823,700.0,10/1/2005,0,9/1/2032,37460.0,0.0,1,O,0.77,36.0,73000,0.77,0.06,R,0,FIX30,FL,SF,32400,P,324,1,Other sellers,Other servicers,0.9812635146653359,94805.1948051948
F102Q3454829,718.0,10/1/2005,1,9/1/2032,,30.0,1,O,0.9,36.0,76000,0.9,0.06,R,0,FIX30,KY,SF,40400,P,324,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9326722933775341,84444.44444444444
F102Q3454830,692.0,10/1/2005,1,10/1/2032,19380.0,0.0,1,O,0.77,,67000,0.77,0.06,R,0,FIX30,OH,CO,45300,P,325,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9266237710639714,87012.98701298701
F102Q3454831,695.0,4/1/2005,1,8/1/2032,15940.0,0.0,1,O,0.8686758,30.0,105000,0.77,0.05875,T,0,FIX30,OH,SF,44700,P,329,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.0035381956709459425,136363.63636363635
F102Q3454832,786.0,9/1/2005,0,10/1/2032,19380.0,0.0,1,O,0.77,16.0,67000,0.77,0.05875,R,0,FIX30,OH,SF,45300,N,326,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8962649183703622,87012.98701298701
F102Q3454833,712.0,9/1/2005,0,8/1/2032,23844.0,0.0,1,O,0.68,15.0,114000,0.68,0.05875,R,0,FIX30,IN,PU,46300,C,324,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.863630908135457,167647.0588235294
F102Q3454834,784.0,8/1/2005,0,10/1/2032,,0.0,1,O,0.74,34.0,221000,0.74,0.06,R,0,FIX30,MI,SF,49600,N,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9740484004219969,298648.64864864864
F102Q3454835,743.0,8/1/2005,0,9/1/2032,30460.0,0.0,1,O,0.77,21.0,94000,0.77,0.0575,R,0,FIX30,KY,PU,40500,N,326,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9284552372915991,122077.92207792208
F102Q3454836,735.0,10/1/2005,0,8/1/2032,44220.0,0.0,1,O,0.77,10.0,123000,0.77,0.06,R,0,FIX30,OH,SF,45500,C,323,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9379999543298775,159740.25974025973
F102Q3454837,662.0,8/1/2005,0,10/1/2032,45780.0,0.0,1,O,0.77,38.0,161000,0.77,0.0575,R,0,FIX30,OH,SF,43600,C,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8825945040506117,209090.9090909091
F102Q3454838,776.0,8/1/2005,0,10/1/2032,17140.0,0.0,1,O,0.71,22.0,92000,0.71,0.05875,R,0,FIX30,OH,SF,45200,N,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9155596075996337,129577.4647887324
F102Q3454839,794.0,8/1/2005,0,10/1/2032,19380.0,0.0,1,O,0.71,20.0,86000,0.71,0.05875,R,0,FIX30,OH,SF,45300,C,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8523932948801528,121126.76056338029
F102Q3454840,730.0,5/1/2005,0,9/1/2032,19380.0,12.0,1,O,0.82,21.0,86000,0.82,0.0575,R,0,FIX30,OH,SF,45300,N,329,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.0012730128190860202,104878.0487804878
F102Q3454841,734.0,8/1/2005,0,10/1/2032,,0.0,1,S,0.69,17.0,156000,0.69,0.06,R,0,FIX30,MI,SF,49400,C,327,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.872877810026125,226086.95652173914
F102Q3454842,782.0,7/1/2005,0,9/1/2032,21780.0,0.0,1,O,0.72,39.0,53000,0.72,0.06,R,0,FIX30,IN,SF,47700,N,327,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9779186385585579,73611.11111111111
F102Q3454843,677.0,8/1/2005,0,9/1/2032,34740.0,0.0,1,O,0.76,20.0,96000,0.76,0.06,R,0,FIX30,MI,SF,49400,N,326,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.8555628800796242,126315.78947368421
F102Q3454844,653.0,7/1/2005,0,8/1/2032,26100.0,0.0,1,O,0.67,29.0,90000,0.67,0.06,R,0,FIX30,MI,SF,49400,C,326,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9280488868387807,134328.3582089552
F102Q3454845,795.0,10/1/2005,0,9/1/2032,14020.0,12.0,1,O,0.81,45.0,68000,0.81,0.0575,T,0,FIX30,IN,SF,47400,C,324,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,-0.005513001288206099,83950.61728395062
F102Q3454846,686.0,7/1/2005,0,10/1/2032,17460.0,0.0,1,O,0.8706589,30.0,226000,0.77,0.0625,R,0,FIX30,OH,SF,44000,N,328,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9891281403421034,293506.4935064935
F102Q3454847,701.0,9/1/2005,1,9/1/2032,34940.0,0.0,1,O,0.68,34.0,280000,0.68,0.0575,R,0,FIX30,FL,SF,34100,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,-0.00010647219481084562,411764.7058823529
F102Q3454848,664.0,9/1/2005,0,9/1/2032,21780.0,25.0,1,O,0.86,36.0,75000,0.86,0.05875,R,0,FIX30,IN,SF,47700,N,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9056519058340781,87209.30232558139
F102Q3454849,668.0,8/1/2005,0,8/1/2032,,0.0,1,O,0.65,35.0,58000,0.65,0.06,R,0,FIX30,IN,SF,47800,C,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.03684924503752246,89230.76923076923
F102Q3454850,799.0,8/1/2005,0,10/1/2032,17140.0,0.0,1,O,0.67,16.0,134000,0.67,0.0575,R,0,FIX30,OH,SF,45200,N,327,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9274804865606029,200000.0
F102Q3454852,787.0,10/1/2005,0,10/1/2032,,0.0,1,O,0.63,35.0,97000,0.63,0.06125,R,0,FIX30,OH,SF,45800,P,325,2,FIFTHTHIRDBANK,FIFTHTHIRDBANK,0.9567194268265165,153968.25396825396
F102Q3454853,733.0,11/1/2005,1,9/1/2032,19380.0,0.0,1,O,0.77,46.0,52000,0.77,0.06,R,0,FIX30,OH,SF,45400,P,323,1,FIFTHTHIRDBANK,FIFTHTHIRDBANK,-0.0011144633275766023,67532.46753246753
F102Q3454858,812.0,11/1/2005,0,10/1/2035,42644.0,0.0,1,O,0.24,13.0,100000,0.24,0.0575,R,0,FIX30,WA,SF,98100,C,360,1,Other sellers,Other servicers,0.9261401147389837,416666.6666666667
F102Q3454859,751.0,9/1/2005,0,8/1/2032,34820.0,30.0,1,S,0.9,16.0,50000,0.9,0.06,T,0,FIX30,SC,CO,29500,P,324,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9842617332898503,55555.555555555555
F102Q3454860,779.0,12/1/2005,0,10/1/2032,26420.0,0.0,1,O,0.52,41.0,283000,0.52,0.0625,R,0,FIX30,TX,PU,77000,P,323,1,Other sellers,Other servicers,0.9628346028673372,544230.7692307692
F102Q3454861,771.0,11/1/2005,0,10/1/2032,11700.0,0.0,1,O,0.69,9.0,93000,0.69,0.06125,R,0,FIX30,NC,SF,28700,N,324,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.8788029938673917,134782.6086956522
F102Q3454862,767.0,10/1/2005,0,9/1/2032,28700.0,0.0,1,O,0.64,25.0,110000,0.64,0.06375,R,0,FIX30,VA,SF,24200,C,324,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9465800328438613,171875.0
F102Q3454863,675.0,12/1/2005,0,10/1/2032,,0.0,1,O,0.5,50.0,284000,0.5,0.0625,R,0,FIX30,OK,SF,74300,P,323,1,Other sellers,Other servicers,0.9661041598165482,568000.0
F102Q3454864,697.0,12/1/2005,0,8/1/2032,,0.0,1,O,0.78,40.0,241000,0.78,0.0645,R,0,FIX30,IN,SF,47300,P,321,1,Other sellers,Other servicers,0.8601706178881948,308974.35897435894
F102Q3454892,705.0,5/1/2005,0,4/1/2035,,0.0,1,O,0.72,45.0,118000,0.72,0.06625,R,0,FIX30,PR,SF,700,N,360,1,Other sellers,Other servicers,-0.0010756520271581107,163888.8888888889
F102Q3454901,663.0,12/1/2005,0,9/1/2032,,30.0,1,O,0.91,41.0,64000,0.91,0.065,R,0,FIX30,NC,SF,27800,N,322,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9355550438608496,70329.67032967033
F102Q3454902,730.0,12/1/2005,0,10/1/2032,24860.0,0.0,1,O,0.73,20.0,138000,0.73,0.065,R,0,FIX30,SC,SF,29600,N,323,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,-0.005018601091441549,189041.09589041097
F102Q3454925,819.0,2/1/2006,0,1/1/2036,42680.0,0.0,1,O,0.39,32.0,122000,0.39,0.065,T,0,FIX30,FL,PU,32900,N,360,1,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA",0.003224940414528347,312820.5128205128
F102Q3454931,752.0,2/1/2006,1,8/1/2032,44140.0,0.0,1,O,0.75,20.0,156000,0.75,0.06495000000000001,R,0,FIX30,MA,SF,1000,P,319,2,Other sellers,Other servicers,0.8801589787919063,208000.0
F102Q3454933,741.0,2/1/2006,0,1/1/2036,,0.0,1,O,0.34,52.0,385000,0.34,0.05875,R,0,FIX30,HI,SF,96700,N,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA",0.9808459106612529,1132352.9411764706
F102Q3454936,695.0,9/1/2005,0,3/1/2033,,0.0,1,O,0.77,21.0,121000,0.77,0.06,R,0,FIX30,PA,SF,16800,P,331,2,Other sellers,Other servicers,0.9197509192345661,157142.85714285713
F102Q3454970,736.0,1/1/2005,0,1/1/2033,49620.0,0.0,1,O,0.69,34.0,97000,0.69,0.0575,R,0,FIX30,PA,SF,17300,P,337,2,Other sellers,Other servicers,0.9733626632408583,140579.71014492755
F102Q3454982,788.0,1/1/2005,0,2/1/2033,38300.0,25.0,1,O,0.86,34.0,84000,0.86,0.0575,R,0,FIX30,PA,SF,16200,N,338,2,Other sellers,Other servicers,0.01033648892047601,97674.41860465116
F102Q3455198,659.0,5/1/2006,0,4/1/2036,34740.0,0.0,1,O,0.77,27.0,145000,0.77,0.065,R,0,FIX30,MI,SF,49400,N,360,2,Other sellers,Other servicers,0.9652391193920847,188311.6883116883
F102Q3455199,794.0,8/1/2006,0,7/1/2036,42644.0,0.0,1,O,0.39,50.0,213000,0.39,0.0687,R,0,FIX30,WA,SF,98200,P,360,1,Other sellers,Other servicers,0.990549342490224,546153.8461538461
F102Q3455200,741.0,9/1/2006,0,3/1/2033,11020.0,25.0,1,O,0.85,45.0,72000,0.85,0.06945,R,0,FIX30,PA,SF,16600,C,319,1,Other sellers,Other servicers,-0.005218330460339188,84705.88235294117
F102Q3455201,795.0,10/1/2006,0,10/1/2032,11020.0,0.0,1,O,0.15,15.0,18000,0.15,0.06655,R,0,FIX30,PA,SF,16600,P,313,1,Other sellers,Other servicers,0.9614953595249959,120000.0
F102Q3455225,761.0,10/1/2006,0,10/1/2032,46540.0,25.0,1,O,0.85,19.0,63000,0.85,0.06875,R,0,FIX30,NY,SF,13400,C,313,1,Other sellers,Other servicers,0.9715468793234501,74117.64705882352
F102Q3455226,711.0,10/1/2006,1,9/1/2032,45060.0,25.0,1,O,0.82,36.0,116000,0.82,0.07,R,0,FIX30,NY,SF,13200,P,312,2,Other sellers,Other servicers,0.9717197070730123,141463.41463414635
F102Q3455260,758.0,10/1/2006,0,9/1/2032,,0.0,1,O,0.57,41.0,80000,0.57,0.0675,R,0,FIX30,WI,SF,53900,P,312,2,Other sellers,Other servicers,0.9055777625332015,140350.87719298247
F102Q3455263,757.0,11/1/2006,0,11/1/2032,45060.0,25.0,1,O,0.84,40.0,91000,0.84,0.0675,R,0,FIX30,NY,SF,13400,N,313,2,Other sellers,Other servicers,0.9564742185682251,108333.33333333334
F102Q3455264,761.0,11/1/2006,1,10/1/2032,,0.0,1,O,0.35,14.0,89000,0.35,0.065,R,0,FIX30,TX,SF,77400,P,312,2,Other sellers,Other servicers,0.15155573656595775,254285.7142857143
F102Q3455273,695.0,11/1/2006,0,10/1/2032,37460.0,0.0,1,O,0.76,35.0,113000,0.76,0.0675,R,0,FIX30,FL,SF,32400,N,312,1,Other sellers,Other servicers,-0.0036168359014914454,148684.2105263158
F102Q3455284,692.0,7/1/2006,0,9/1/2032,47644.0,0.0,1,O,0.73,33.0,136000,0.73,0.06875,R,0,FIX30,MI,MH,48800,P,315,2,Other sellers,Other servicers,0.9279698032250934,186301.3698630137
F102Q3455317,722.0,11/1/2006,0,9/1/2032,34820.0,0.0,1,O,0.23,56.0,90000,0.23,0.07125,R,0,FIX30,SC,SF,29500,P,311,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC,0.9762525899839547,391304.3478260869
F102Q3455337,755.0,1/1/2007,0,12/1/2036,10580.0,25.0,1,O,0.9,31.0,117000,0.9,0.0675,T,0,FIX30,NY,SF,12100,N,360,2,Other sellers,Other servicers,0.9216969253906131,130000.0
F102Q3455338,796.0,6/1/2006,0,9/1/2032,,0.0,1,O,0.56,54.0,300000,0.56,0.05875,R,0,FIX30,MI,SF,49700,P,316,2,Other sellers,Other servicers,0.9523507797397082,535714.2857142857
F102Q3455364,687.0,10/1/2006,0,9/1/2036,12620.0,0.0,1,O,0.66,33.0,125000,0.66,0.07,R,0,FIX30,ME,SF,4400,C,360,2,WELLSFARGOHOMEMORTGA,"WELLSFARGOBANK,NA",0.006540546252725629,189393.9393939394
F102Q3455370,726.0,12/1/2006,0,12/1/2032,,25.0,1,O,0.82,39.0,76000,0.82,0.0675,R,0,FIX30,NY,SF,13400,N,313,2,Other sellers,Other servicers,0.9456844653408656,92682.9268292683
F102Q3455389,751.0,2/1/2007,0,5/1/2033,,0.0,1,O,0.82,29.0,132000,0.68,0.06125,R,0,FIX30,OH,SF,44400,N,316,2,Other sellers,Other servicers,0.9119426203021851,194117.64705882352
F102Q3455390,754.0,3/1/2007,0,10/1/2032,26420.0,0.0,1,O,0.64,29.0,224000,0.64,0.06625,R,0,FIX30,TX,PU,77300,N,308,2,Other sellers,Other servicers,0.9372795621552875,350000.0
F102Q3455394,723.0,11/1/2006,0,9/1/2032,27900.0,0.0,3,O,0.73,33.0,176000,0.73,0.0675,R,0,FIX30,MO,SF,64800,N,311,2,USBANKNA,USBANKNA,0.00015336170294844787,241095.8904109589
