loan_seq_number,credit_score,first_payment_date,first_time_homebuyer_flag,maturity_date,msa,mortgage_insurance_percentage,number_of_units,occupancy_status,original_combined_ltv,original_dti_ratio,original_upb,original_ltv,original_interest_rate,channel,prepayment_penalty_flag,product_type,property_state,property_type,postal_code,loan_purpose,original_loan_term,number_of_borrowers,seller_name,servicer_name
F104Q2335028,800,1/1/2005,N,12/1/2034,,0,1,O,41,27,140000,41,5.625,R,N,FIX30,NC,SF,28500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335029,793,2/1/2005,N,1/1/2035,22180,0,1,O,80,26,213000,80,5.75,R,N,FIX30,NC,SF,28300,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335030,803,1/1/2005,N,12/1/2034,,0,1,O,80,50,189000,80,5.75,R,N,FIX30,VA,PU,22500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335031,740,2/1/2005,N,1/1/2035,48900,0,1,O,75,34,150000,75,5.75,R,N,FIX30,NC,PU,28400,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335032,743,1/1/2005,N,12/1/2034,,0,1,O,79,48,128000,79,5.75,R,N,FIX30,FL,PU,32300,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335033,789,2/1/2005,N,1/1/2035,48900,0,1,O,80,64,105000,80,5.75,R,N,FIX30,NC,PU,28400,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335034,686,1/1/2005,N,12/1/2034,,30,1,O,92,25,118000,92,5.75,R,N,FIX30,NC,SF,27500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335035,705,2/1/2005,N,1/1/2035,30140,0,1,O,34,60,110000,34,5.375,R,N,FIX30,PA,SF,17000,P,360,2,Other sellers,Other servicers
F104Q2335036,775,2/1/2005,N,1/1/2035,10900,25,1,O,86,46,186000,86,5.875,R,N,FIX30,PA,SF,18000,P,360,2,Other sellers,Other servicers
F104Q2335038,735,3/1/2005,N,2/1/2035,,12,1,O,85,44,159000,85,5.75,R,N,FIX30,UT,PU,84300,N,360,2,Other sellers,Other servicers
F104Q2335039,768,2/1/2005,N,7/1/2034,12060,0,1,O,80,50,202000,80,5.5,T,N,FIX30,GA,SF,30000,P,354,2,Other sellers,"PNCBANK,NATL"
F104Q2335041,690,2/1/2005,N,1/1/2035,25420,0,1,O,80,47,112000,80,6.375,R,N,FIX30,PA,SF,17000,P,360,2,Other sellers,USBANKNA
F104Q2335043,730,2/1/2005,N,1/1/2035,29540,0,1,O,95,64,334000,77,6,R,N,FIX30,PA,SF,17600,P,360,2,Other sellers,Other servicers
F104Q2335046,738,1/1/2005,N,12/1/2034,27500,0,1,O,80,36,155000,80,5.795,R,N,FIX30,WI,SF,53500,N,360,2,Other sellers,Other servicers
F104Q2335047,708,2/1/2005,N,1/1/2035,,0,1,S,32,27,48000,32,5.875,R,N,FIX30,FL,PU,34400,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335048,789,2/1/2005,N,1/1/2035,,0,1,S,19,30,53000,19,5.875,R,N,FIX30,NC,SF,28500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335050,744,2/1/2005,N,1/1/2035,,0,1,O,80,30,160000,80,5.875,R,N,FIX30,MD,SF,21700,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335054,620,2/1/2005,N,5/1/2034,27260,0,1,O,76,33,114000,76,5.75,R,N,FIX30,FL,SF,32000,P,352,2,Other sellers,"WELLSFARGOBANK,NA"
F104Q2335055,729,1/1/2005,N,12/1/2034,13820,0,1,O,80,27,152000,80,5.75,R,N,FIX30,AL,SF,35000,P,360,2,Other sellers,Other servicers
F104Q2335057,708,2/1/2005,N,10/1/2034,46540,30,1,O,95,43,224000,95,5.625,R,N,FIX30,NY,SF,13400,P,357,1,Other sellers,Other servicers
F104Q2335058,753,1/1/2005,N,12/1/2034,,0,1,O,47,46,100000,47,5.75,T,N,FIX30,FL,SF,33800,P,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q2335059,740,1/1/2005,N,5/1/2034,,0,1,O,80,36,148000,80,5.625,R,N,FIX30,NC,SF,28100,P,353,2,Other sellers,"WELLSFARGOBANK,NA"
F104Q2335060,684,2/1/2005,N,1/1/2035,21660,0,1,O,80,50,132000,80,6,R,N,FIX30,OR,SF,97400,P,360,1,Other sellers,Other servicers
F104Q2335063,729,2/1/2005,N,1/1/2035,,0,1,O,65,29,128000,65,5.875,R,N,FIX30,NC,SF,28400,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335064,644,2/1/2005,N,1/1/2035,,0,1,O,80,37,228000,80,5.875,R,N,FIX30,SC,SF,29700,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335065,775,2/1/2005,N,1/1/2035,,0,1,O,80,21,194000,80,5.875,R,N,FIX30,VA,SF,23800,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335066,688,2/1/2005,N,1/1/2035,45104,0,1,O,43,37,112000,43,5.805,R,N,FIX30,WA,SF,98300,P,360,1,Other sellers,Other servicers
F104Q2335069,743,2/1/2005,N,1/1/2035,,12,1,O,82,40,225000,82,5.875,R,N,FIX30,VT,SF,5600,P,360,2,Other sellers,Other servicers
F104Q2335075,657,1/1/2005,N,12/1/2034,10420,0,1,O,78,37,162000,78,5.25,R,N,FIX30,OH,SF,44200,P,360,2,Other sellers,Other servicers
F104Q2335076,690,2/1/2005,N,1/1/2035,17460,0,1,O,65,29,225000,65,5.25,R,N,FIX30,OH,SF,44100,C,360,1,Other sellers,Other servicers
F104Q2335078,697,2/1/2005,N,1/1/2035,36100,25,1,O,86,53,172000,86,5.75,R,N,FIX30,FL,PU,34400,P,360,1,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q2335084,747,2/1/2005,N,1/1/2035,,25,1,S,90,25,132000,90,5.75,R,N,FIX30,NC,SF,28300,P,360,1,Other sellers,Other servicers
F104Q2335087,699,2/1/2005,N,1/1/2035,24340,25,1,O,87,32,110000,87,5.875,R,N,FIX30,MI,SF,49300,P,360,2,Other sellers,Other servicers
F104Q2335089,739,2/1/2005,N,6/1/2034,,0,1,S,80,47,109000,80,5.5,T,N,FIX30,GA,SF,30500,P,353,2,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q2335090,790,2/1/2005,N,1/1/2035,31460,0,1,O,44,33,160000,44,6,R,N,FIX30,CA,PU,93600,N,360,2,Other sellers,Other servicers
F104Q2335095,741,4/1/2005,N,3/1/2035,30860,0,1,O,78,29,334000,78,5.625,R,N,FIX30,UT,PU,84300,N,360,2,Other sellers,Other servicers
F104Q2335096,731,1/1/2005,N,12/1/2034,,25,1,O,90,56,205000,90,5.75,R,N,FIX30,IN,SF,46500,P,360,2,Other sellers,Other servicers
F104Q2335097,716,1/1/2005,N,12/1/2034,,25,1,O,90,52,132000,90,5.875,R,N,FIX30,IN,SF,46500,P,360,1,Other sellers,Other servicers
F104Q2335102,749,3/1/2005,N,2/1/2035,46060,0,1,O,65,22,81000,65,6.125,R,N,FIX30,AZ,SF,85700,N,360,1,Other sellers,USBANKNA
F104Q2335103,656,2/1/2005,N,1/1/2035,,0,1,O,80,29,331000,80,5.875,R,N,FIX30,SC,SF,29900,P,360,2,Other sellers,Other servicers
F104Q2335105,665,3/1/2005,N,2/1/2035,,25,1,O,89,45,276000,89,6,T,N,FIX30,PA,SF,15100,N,360,2,Other sellers,NATLCITYMTGECO
F104Q2335106,758,2/1/2005,N,1/1/2035,,0,1,O,80,19,130000,80,5.875,R,N,FIX30,MI,SF,48600,P,360,2,Other sellers,Other servicers
F104Q2335107,778,2/1/2005,N,1/1/2035,,0,1,O,49,21,48000,49,5.875,R,N,FIX30,MI,SF,48800,P,360,1,Other sellers,Other servicers
F104Q2335108,767,1/1/2005,N,5/1/2034,47644,0,1,O,74,43,246000,74,5.875,R,N,FIX30,MI,SF,48000,P,353,2,Other sellers,Other servicers
F104Q2335124,726,1/1/2005,,12/1/2034,,33,1,O,40,24,149000,40,5.625,R,N,FIX30,SC,PU,29900,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335126,712,1/1/2005,,12/1/2034,29460,30,1,S,95,48,113000,95,6,R,N,FIX30,FL,PU,33800,P,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335127,686,1/1/2005,,12/1/2034,,0,1,O,73,56,163000,73,5.75,R,N,FIX30,WA,MH,98200,N,360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335129,792,1/1/2005,,12/1/2034,38900,0,1,O,69,21,232000,69,5.75,R,N,FIX30,WA,PU,98600,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335130,674,1/1/2005,,12/1/2034,49420,0,1,O,95,37,280000,80,5.75,R,N,FIX30,WA,PU,98900,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335132,694,1/1/2005,,12/1/2034,,0,1,O,73,35,160000,73,5.75,R,N,FIX30,ID,SF,83800,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335134,711,1/1/2005,,12/1/2034,43900,0,1,O,90,36,316000,80,5.75,R,N,FIX30,SC,SF,29300,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335136,571,1/1/2005,,12/1/2034,10900,30,1,O,95,54,328000,95,5.75,R,N,FIX30,PA,SF,18000,N,360,1,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335138,745,1/1/2005,,12/1/2034,,0,1,O,95,48,192000,80,5.875,R,N,FIX30,AZ,SF,85900,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335141,695,1/1/2005,N,12/1/2034,18140,0,1,O,97,38,198000,80,5.875,R,N,FIX30,OH,SF,43100,P,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335142,726,1/1/2005,,12/1/2034,17300,12,1,O,83.47885,36,260000,83,5.875,R,N,FIX30,KY,SF,42200,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335144,674,1/1/2005,,12/1/2034,12580,0,1,O,50,28,160000,45,5.875,R,N,FIX30,MD,SF,21200,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335145,734,1/1/2005,,12/1/2034,28140,30,1,O,94,31,188000,94,5.875,R,N,FIX30,MO,SF,64000,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335146,701,1/1/2005,,12/1/2034,15980,0,1,S,54,50,170000,54,5.875,R,N,FIX30,FL,SF,33900,P,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335149,652,1/1/2005,,12/1/2034,31860,25,1,O,88,49,203000,88,5.625,R,N,FIX30,MN,SF,56000,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335150,685,1/1/2005,,12/1/2034,18700,0,1,O,75,39,183000,75,5.625,R,N,FIX30,OR,SF,97300,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335151,770,1/1/2005,,12/1/2034,28420,0,1,O,79,25,233000,79,5.625,R,N,FIX30,WA,SF,99300,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335152,685,1/1/2005,,12/1/2034,,0,1,O,88,48,192000,80,5.625,R,N,FIX30,OR,SF,97300,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335155,761,1/1/2005,N,12/1/2034,38860,0,1,O,74,26,225000,74,6,R,N,FIX30,ME,SF,4000,P,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335158,710,1/1/2005,,12/1/2034,,0,1,O,80,25,168000,80,6.125,R,N,FIX30,ID,SF,83300,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335204,684,1/1/2005,N,12/1/2034,13644,0,1,O,53,36,310000,53,5.625,T,N,FIX30,MD,SF,20900,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335217,712,1/1/2005,N,12/1/2034,,17,1,O,90,43,153000,90,5.875,T,N,FIX30,AL,SF,35000,N,360,2,"WELLSFARGOBANK,NA","WELLSFARGOBANK,NA"
F104Q2335226,795,1/1/2005,N,6/1/2034,12980,0,1,O,70,54,240000,70,5.625,R,N,FIX30,MI,SF,49000,P,354,2,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC"
F104Q2335231,777,1/1/2005,N,7/1/2034,31340,0,1,S,77,24,200000,77,6,T,N,FIX30,VA,SF,24100,P,355,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335232,756,1/1/2005,Y,6/1/2034,47644,30,1,O,95,27,191000,95,6.25,T,N,FIX30,MI,SF,48300,P,354,2,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC"
F104Q2335233,757,2/1/2005,N,1/1/2035,,0,1,O,78,35,189000,78,6.125,T,N,FIX30,MN,SF,56000,P,360,1,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335234,776,1/1/2005,N,5/1/2034,,0,1,O,68,32,132000,68,5.75,T,N,FIX30,IN,SF,46700,P,353,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335238,608,1/1/2005,N,7/1/2034,19260,30,1,O,95,45,160000,95,5.75,T,N,FIX30,VA,SF,24500,P,355,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335239,730,1/1/2005,N,12/1/2034,19460,30,1,O,91,30,133000,91,5.75,T,N,FIX30,AL,SF,35600,N,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335240,695,1/1/2005,N,12/1/2034,,30,1,O,92,63,191000,92,5.75,T,N,FIX30,AL,SF,36800,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335241,794,1/1/2005,N,12/1/2034,12220,0,1,O,64,21,132000,64,5.75,T,N,FIX30,AL,SF,36800,N,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335242,759,1/1/2005,N,12/1/2034,36740,0,1,O,76,24,170000,76,5.75,T,N,FIX30,FL,SF,34700,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335258,759,1/1/2005,N,12/1/2034,,0,1,O,78,45,120000,78,5.625,T,N,FIX30,AL,SF,36500,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335259,675,1/1/2005,N,12/1/2034,37860,0,1,O,80,48,125000,80,5.625,T,N,FIX30,FL,SF,32500,N,360,2,"ABNAMROMTGEGROUP,INC","ABNAMROMTGEGROUP,INC"
F104Q2335263,758,1/1/2005,N,12/1/2034,45220,0,1,O,63,36,200000,63,5.375,T,N,FIX30,FL,SF,32300,P,360,2,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335264,767,1/1/2005,N,12/1/2034,,12,1,O,85,50,151000,85,6,T,N,FIX30,MN,SF,56200,P,360,1,"ABNAMROMTGEGROUP,INC","CITIMORTGAGE,INC"
F104Q2335265,693,1/1/2005,Y,12/1/2034,18140,25,1,O,89,32,135000,89,6.5,R,N,FIX30,OH,SF,43000,P,360,2,Other sellers,"CITIMORTGAGE,INC"
F104Q2335266,767,1/1/2005,N,12/1/2034,,0,1,O,78,56,185000,78,6.375,R,N,FIX30,IN,SF,46700,P,360,2,Other sellers,"CITIMORTGAGE,INC"
F104Q2335267,585,1/1/2005,Y,12/1/2034,13020,17,1,O,90,17,171000,90,6.375,R,N,FIX30,MI,SF,48700,P,360,2,Other sellers,"CITIMORTGAGE,INC"
F104Q2335268,748,1/1/2005,N,12/1/2034,,0,1,O,80,49,143000,80,5.875,R,N,FIX30,NV,SF,89000,P,360,1,Other sellers,"CITIMORTGAGE,INC"
F104Q2335269,683,1/1/2005,Y,12/1/2034,32580,0,1,O,80,43,64000,80,6,R,N,FIX30,TX,SF,78500,P,360,1,Other sellers,"CITIMORTGAGE,INC"
F104Q2335270,736,1/1/2005,Y,12/1/2034,49660,0,1,O,80,39,112000,80,5.875,R,N,FIX30,OH,SF,44400,P,360,1,Other sellers,"CITIMORTGAGE,INC"
F104Q2335271,767,1/1/2005,N,12/1/2034,,0,1,O,79,47,185000,79,6.25,R,N,FIX30,OH,SF,44600,P,360,2,Other sellers,"CITIMORTGAGE,INC"
F104Q2335272,616,1/1/2005,Y,12/1/2034,23060,25,1,O,95,37,216000,95,6.25,R,N,FIX30,IN,SF,46700,P,360,2,Other sellers,"CITIMORTGAGE,INC"
F104Q2335274,769,1/1/2005,N,12/1/2034,,0,1,O,78,42,140000,78,5.625,R,N,FIX30,NY,SF,14000,N,360,1,Other sellers,Other servicers
F104Q2335275,762,1/1/2005,N,12/1/2034,38300,0,1,O,72,56,233000,72,5.625,T,N,FIX30,PA,SF,15000,N,360,2,Other sellers,Other servicers
F104Q2335276,724,1/1/2005,N,12/1/2034,42540,0,1,O,70,46,150000,70,5.625,T,N,FIX30,PA,SF,18600,N,360,1,Other sellers,Other servicers
F104Q2335277,649,1/1/2005,N,12/1/2034,37964,0,1,O,56,37,95000,56,5.875,T,N,FIX30,PA,SF,19000,N,360,1,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q2335279,691,1/1/2005,N,12/1/2034,49660,0,1,O,63,58,105000,63,5.875,T,N,FIX30,PA,SF,16100,N,360,1,Other sellers,"JPMORGANCHASEBANK,NA"
F104Q2335280,758,4/1/2005,N,3/1/2035,,0,1,O,46,28,122000,46,5.75,R,N,FIX30,ID,SF,83800,N,360,2,Other sellers,USBANKNA
F104Q2335281,773,2/1/2005,N,1/1/2035,35840,25,1,S,90,21,171000,90,5.75,R,N,FIX30,FL,PU,34200,P,360,2,Other sellers,Other servicers
F104Q2335282,770,2/1/2005,N,1/1/2035,35840,30,1,S,90,39,134000,90,5.875,R,N,FIX30,FL,PU,34200,P,360,2,Other sellers,Other servicers
F104Q2335283,617,1/1/2005,N,12/1/2034,36100,16,1,O,95,39,171000,95,5.875,T,N,FIX30,FL,SF,34400,P,360,2,"TAYLOR,BEAN&WHITAKER","CITIMORTGAGE,INC"
F104Q2335284,763,2/1/2005,N,1/1/2035,,0,1,O,80,33,116000,80,5.5,T,N,FIX30,FL,SF,32000,P,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q2335286,746,2/1/2005,Y,7/1/2034,,0,1,O,50,27,90000,50,6,T,N,FIX30,NY,SF,13600,P,354,2,Other sellers,Other servicers
F104Q2335287,756,1/1/2005,N,6/1/2034,,12,1,O,87,26,149000,87,5.875,T,N,FIX30,NY,SF,12900,P,354,2,Other sellers,Other servicers
F104Q2335288,689,2/1/2005,N,7/1/2034,,0,1,O,79,36,136000,79,6,T,N,FIX30,NY,SF,12900,P,354,2,Other sellers,Other servicers
F104Q2335289,765,1/1/2005,N,6/1/2034,14740,25,1,O,90,56,334000,90,6.25,R,N,FIX30,WA,SF,98300,P,354,2,Other sellers,Other servicers
F104Q2335290,810,1/1/2005,N,12/1/2034,,0,1,O,40,10,251000,40,5.625,T,N,FIX30,MN,SF,56000,N,360,1,Other sellers,Other servicers
F104Q2335293,731,1/1/2005,N,6/1/2034,47644,0,1,O,78,26,334000,78,5.75,R,N,FIX30,MI,SF,48400,P,354,2,Other sellers,"PNCMTGESERVICES,INC"
F104Q2335294,719,2/1/2005,N,1/1/2035,10420,0,1,O,80,30,161000,80,6.125,T,N,FIX30,OH,SF,44200,P,360,2,Other sellers,Other servicers
F104Q2335295,774,2/1/2005,N,1/1/2035,,30,1,O,95,22,118000,95,5.75,T,N,FIX30,FL,SF,32000,P,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q2335296,767,2/1/2005,N,7/1/2034,39300,0,1,O,50,56,200000,50,6,R,N,FIX30,MA,SF,2000,P,354,2,Other sellers,Other servicers
F104Q2335297,794,3/1/2005,N,2/1/2035,17900,0,1,O,80,30,164000,80,5.75,T,N,FIX30,SC,SF,29200,P,360,2,Other sellers,Other servicers
F104Q2335298,772,2/1/2005,N,1/1/2035,,0,1,O,74,12,103000,74,5.5,T,N,FIX30,FL,SF,32700,P,360,2,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q2335299,770,2/1/2005,N,7/1/2034,40380,0,1,O,80,39,254000,80,6,T,N,FIX30,NY,SF,14500,P,354,2,Other sellers,Other servicers
F104Q2335301,703,2/1/2005,N,1/1/2035,15980,0,1,O,75,38,170000,75,5.875,R,N,FIX30,FL,SF,33900,P,360,1,Other sellers,Other servicers
F104Q2335302,781,2/1/2005,N,1/1/2035,35084,0,1,O,39,35,150000,39,6,R,N,FIX30,NJ,SF,8500,P,360,2,Other sellers,Other servicers
F104Q2335303,649,2/1/2005,Y,1/1/2035,36500,0,1,O,80,42,184000,80,5.68,R,N,FIX30,WA,SF,98500,P,360,1,Other sellers,Other servicers
F104Q2335304,755,1/1/2005,N,6/1/2034,,0,1,O,59,25,334000,59,5.875,T,N,FIX30,WI,SF,54800,P,354,2,Other sellers,Other servicers
F104Q2335306,666,2/1/2005,Y,7/1/2034,,0,1,O,75,43,169000,75,5.75,T,N,FIX30,NY,SF,13000,P,354,2,Other sellers,Other servicers
F104Q2335307,760,2/1/2005,N,1/1/2035,,0,1,O,80,34,145000,80,6,T,N,FIX30,OH,SF,44800,P,360,2,Other sellers,Other servicers
F104Q2335308,683,1/1/2005,N,7/1/2034,,0,1,O,29,37,70000,29,6,T,N,FIX30,WI,SF,54100,P,355,2,Other sellers,Other servicers
F104Q2335309,714,1/1/2005,N,5/1/2034,,0,1,O,80,37,314000,80,5.75,T,N,FIX30,WI,SF,53900,P,353,2,Other sellers,Other servicers
F104Q2335310,771,1/1/2005,N,6/1/2034,,25,1,O,90,34,188000,90,5.75,T,N,FIX30,WI,SF,53100,P,354,1,Other sellers,Other servicers
F104Q2335311,730,1/1/2005,N,5/1/2034,24580,0,1,O,78,35,249000,78,5.875,T,N,FIX30,WI,SF,54100,P,353,2,Other sellers,Other servicers
F104Q2335312,734,1/1/2005,N,6/1/2034,,0,1,O,71,37,119000,71,5.75,T,N,FIX30,WI,SF,54500,P,354,2,Other sellers,Other servicers
F104Q2335313,640,2/1/2005,N,1/1/2035,,0,1,O,72,28,100000,72,5.75,T,N,FIX30,FL,SF,32000,P,360,1,"TAYLOR,BEAN&WHITAKER",Other servicers
F104Q2335314,766,2/1/2005,N,1/1/2035,,0,1,O,64,33,180000,64,6,R,N,FIX30,PA,SF,18900,P,360,2,Other sellers,Other servicers
F104Q2335316,695,2/1/2005,N,1/1/2035,,25,1,O,90,42,161000,90,5.625,R,N,FIX30,WA,SF,98600,P,360,2,Other sellers,Other servicers
F104Q2335317,775,2/1/2005,N,5/1/2034,19660,0,1,O,65,61,120000,65,5.875,R,N,FIX30,FL,SF,32100,P,352,1,Other sellers,"WELLSFARGOBANK,NA"
F104Q2335318,615,2/1/2005,N,6/1/2034,26620,30,1,O,95,48,144000,95,5.875,R,N,FIX30,AL,SF,35800,P,353,1,Other sellers,"WELLSFARGOBANK,NA"
F104Q2335319,692,2/1/2005,N,6/1/2034,19660,0,1,O,63,37,170000,63,5.75,R,N,FIX30,FL,SF,32100,N,353,2,Other sellers,Other servicers
F104Q2335320,784,2/1/2005,N,1/1/2035,,0,1,O,74,25,140000,74,5.875,R,N,FIX30,IN,SF,46500,P,360,2,Other sellers,Other servicers
F104Q2335321,736,2/1/2005,N,1/1/2035,,0,1,O,80,36,253000,80,5.875,R,N,FIX30,IN,SF,46500,P,360,2,Other sellers,Other servicers
F104Q2335322,685,2/1/2005,N,1/1/2035,43780,0,1,O,77,32,85000,77,6,R,N,FIX30,IN,SF,46500,P,360,2,Other sellers,Other servicers
F104Q2335323,758,2/1/2005,N,1/1/2035,,0,1,O,80,52,220000,80,5.875,R,N,FIX30,OH,SF,45800,P,360,2,Other sellers,Other servicers
F104Q2335325,768,1/1/2005,N,12/1/2034,45780,0,1,O,76,46,115000,76,6.5,R,N,FIX30,OH,SF,43500,P,360,1,Other sellers,Other servicers
F104Q2335328,708,1/1/2005,N,6/1/2034,,25,1,O,90,48,158000,90,5.875,R,N,FIX30,OH,SF,45600,P,354,2,USBANKNA,USBANKNA
F104Q2335329,810,2/1/2005,N,1/1/2035,17900,0,1,O,67,62,160000,67,5.75,R,N,FIX30,SC,PU,29000,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335330,711,2/1/2005,N,1/1/2035,,0,1,O,67,36,334000,67,5.75,R,N,FIX30,VA,SF,22400,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335331,753,2/1/2005,N,1/1/2035,,0,1,O,80,48,242000,80,5.75,R,N,FIX30,NC,SF,28400,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335332,720,2/1/2005,N,1/1/2035,44940,30,1,O,95,25,182000,95,5.75,R,N,FIX30,SC,SF,29100,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335333,797,2/1/2005,N,1/1/2035,24140,0,1,O,92,58,182000,80,5.75,R,N,FIX30,NC,SF,27500,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335334,648,2/1/2005,N,1/1/2035,,30,1,O,95,28,175000,95,5.75,R,N,FIX30,FL,SF,34400,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335335,787,2/1/2005,N,1/1/2035,,0,1,S,58,17,188000,58,5.75,R,N,FIX30,VA,PU,23900,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335336,734,1/1/2005,N,12/1/2034,47260,0,1,O,53,36,295000,53,5.75,T,N,FIX30,VA,PU,23300,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335337,639,2/1/2005,N,1/1/2035,,0,1,O,80,28,202000,80,5.75,R,N,FIX30,NC,SF,27000,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335338,748,2/1/2005,N,1/1/2035,24660,0,1,O,80,27,157000,80,5.75,R,N,FIX30,NC,SF,27400,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335339,751,2/1/2005,N,1/1/2035,,0,1,O,53,48,150000,53,5.75,R,N,FIX30,VA,SF,22900,P,360,2,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335340,756,2/1/2005,N,1/1/2035,,0,1,O,80,36,153000,80,5.75,R,N,FIX30,VA,SF,23000,P,360,1,BRANCHBANKING&TRUSTC,BRANCHBANKING&TRUSTC
F104Q2335341,769,4/1/2005,N,3/1/2035,37460,0,1,O,80,33,308000,80,5.875,R,N,FIX30,FL,SF,32400,P,360,2,Other sellers,NATLCITYMTGECO
F104Q2335342,677,3/1/2005,N,2/1/2035,,0,1,O,40,33,334000,40,5.95,R,N,FIX30,WI,SF,54000,P,360,2,Other sellers,Other servicers
